sample,channel,normalized,loss_type,loss_value
90,10m_u_component_of_wind,denormalized,MSE,0.46158748865127563
90,10m_v_component_of_wind,denormalized,MSE,0.7356638312339783
90,2m_temperature,denormalized,MSE,24.32462501525879
90,mean_sea_level_pressure,denormalized,MSE,38406.796875
91,10m_u_component_of_wind,denormalized,MSE,0.4079320728778839
91,10m_v_component_of_wind,denormalized,MSE,0.5147261619567871
91,2m_temperature,denormalized,MSE,7.3395676612854
91,mean_sea_level_pressure,denormalized,MSE,52710.03515625
92,10m_u_component_of_wind,denormalized,MSE,0.4184077978134155
92,10m_v_component_of_wind,denormalized,MSE,0.5992501974105835
92,2m_temperature,denormalized,MSE,5.627837657928467
92,mean_sea_level_pressure,denormalized,MSE,16927.4765625
93,10m_u_component_of_wind,denormalized,MSE,0.31551170349121094
93,10m_v_component_of_wind,denormalized,MSE,0.6592820882797241
93,2m_temperature,denormalized,MSE,8.53164291381836
93,mean_sea_level_pressure,denormalized,MSE,92630.5546875
94,10m_u_component_of_wind,denormalized,MSE,0.47104692459106445
94,10m_v_component_of_wind,denormalized,MSE,0.7236591577529907
94,2m_temperature,denormalized,MSE,13.76264762878418
94,mean_sea_level_pressure,denormalized,MSE,206163.90625
95,10m_u_component_of_wind,denormalized,MSE,0.3658643960952759
95,10m_v_component_of_wind,denormalized,MSE,0.6246471405029297
95,2m_temperature,denormalized,MSE,8.271261215209961
95,mean_sea_level_pressure,denormalized,MSE,374026.75
96,10m_u_component_of_wind,denormalized,MSE,0.3509416878223419
96,10m_v_component_of_wind,denormalized,MSE,0.5372397899627686
96,2m_temperature,denormalized,MSE,8.894176483154297
96,mean_sea_level_pressure,denormalized,MSE,238297.25
97,10m_u_component_of_wind,denormalized,MSE,0.3972426652908325
97,10m_v_component_of_wind,denormalized,MSE,0.715339720249176
97,2m_temperature,denormalized,MSE,26.403871536254883
97,mean_sea_level_pressure,denormalized,MSE,527550.625
98,10m_u_component_of_wind,denormalized,MSE,0.5654522180557251
98,10m_v_component_of_wind,denormalized,MSE,0.8806379437446594
98,2m_temperature,denormalized,MSE,38.75438690185547
98,mean_sea_level_pressure,denormalized,MSE,679767.8125
99,10m_u_component_of_wind,denormalized,MSE,0.5810641646385193
99,10m_v_component_of_wind,denormalized,MSE,0.6284807324409485
99,2m_temperature,denormalized,MSE,23.213180541992188
99,mean_sea_level_pressure,denormalized,MSE,843186.0625
100,10m_u_component_of_wind,denormalized,MSE,0.5072239637374878
100,10m_v_component_of_wind,denormalized,MSE,0.7542903423309326
100,2m_temperature,denormalized,MSE,21.829105377197266
100,mean_sea_level_pressure,denormalized,MSE,525987.125
101,10m_u_component_of_wind,denormalized,MSE,0.5236284136772156
101,10m_v_component_of_wind,denormalized,MSE,0.8714299201965332
101,2m_temperature,denormalized,MSE,16.475088119506836
101,mean_sea_level_pressure,denormalized,MSE,633558.75
102,10m_u_component_of_wind,denormalized,MSE,0.5345463752746582
102,10m_v_component_of_wind,denormalized,MSE,0.7014047503471375
102,2m_temperature,denormalized,MSE,6.616044521331787
